"name","first_release","versions","archived","index"
"minet","2007-12-12 07:57:00",12,TRUE,1304
"FrF2","2007-12-16 14:45:00",71,TRUE,1305
"FinTS","2007-12-18 19:29:00",14,TRUE,1306
"locpol","2007-12-18 19:29:00",5,TRUE,1307
"gRc","2007-12-21 08:16:00",12,TRUE,1308
"anacor","2007-12-21 09:24:00",11,TRUE,1309
"pwt","2007-12-21 10:46:00",9,TRUE,1310
"RFreak","2007-12-24 13:36:00",9,TRUE,1311
"RcmdrPlugin.epack","2007-12-30 20:27:00",10,TRUE,1312
"tpr","2007-12-30 20:30:00",5,TRUE,1313
"QuantPsyc","2007-12-31 16:05:00",6,TRUE,1314
"DierckxSpline","2008-01-01 14:27:00",8,TRUE,1315
"moonsun","2008-01-02 09:30:00",3,TRUE,1316
"marginTree","2008-01-05 17:41:00",2,TRUE,1317
"xts","2008-01-05 17:42:00",38,TRUE,1318
"BAYSTAR","2008-01-07 11:23:00",7,TRUE,1319
"PwrGSD","2008-01-07 11:23:00",12,TRUE,1320
"hsmm","2008-01-07 11:23:00",6,TRUE,1321
"XReg","2008-01-08 09:08:00",1,TRUE,1322
"prob","2008-01-09 16:25:00",5,TRUE,1323
"CPE","2008-01-09 17:13:00",10,TRUE,1324
"Containers","2008-01-10 15:35:00",3,TRUE,1325
"qAnalyst","2008-01-10 15:37:00",11,TRUE,1326
"CoxBoost","2008-01-11 17:32:00",6,TRUE,1327
"geozoo","2008-01-11 18:44:00",8,TRUE,1328
"EMC","2008-01-13 19:01:00",3,TRUE,1329
"ISA","2008-01-13 19:01:00",1,TRUE,1330
"MCPAN","2008-01-14 14:13:00",14,TRUE,1331
"ergm","2008-01-14 14:15:00",41,TRUE,1332
"ETC","2008-01-14 14:21:00",3,TRUE,1333
"MultEq","2008-01-14 15:34:00",4,TRUE,1334
"crank","2008-01-15 13:12:00",11,TRUE,1335
"degreenet","2008-01-16 09:15:00",6,TRUE,1336
"scrime","2008-01-16 09:15:00",16,TRUE,1337
"statnet","2008-01-16 19:09:00",22,TRUE,1338
"goalprog","2008-01-19 09:00:00",3,TRUE,1339
"r2lUniv","2008-01-21 08:20:00",5,TRUE,1340
"latentnetHRT","2008-01-21 08:34:00",1,TRUE,1341
"gRain","2008-01-22 13:28:00",46,TRUE,1342
"GEOmap","2008-01-23 08:20:00",28,TRUE,1343
"RSEIS","2008-01-23 08:20:00",43,TRUE,1344
"RTOMO","2008-01-23 08:20:00",13,TRUE,1345
"geomapdata","2008-01-23 08:21:00",4,TRUE,1346
"adk","2008-01-23 08:46:00",3,TRUE,1347
"lnMLE","2008-01-23 08:46:00",2,TRUE,1348
"ensemble","2008-01-23 18:35:00",1,TRUE,1349
"Rgraphviz","2008-01-24 11:52:00",3,TRUE,1350
"nlt","2008-01-28 20:32:00",5,TRUE,1351
"ofw","2008-01-28 20:32:00",4,TRUE,1352
"robfilter","2008-01-29 19:29:00",16,TRUE,1353
"DEA","2008-01-29 19:40:00",2,TRUE,1354
"cir","2008-01-31 08:53:00",2,TRUE,1355
"FAiR","2008-02-01 11:36:00",13,TRUE,1356
"hydrogeo","2008-02-03 12:14:00",7,TRUE,1357
"SMC","2008-02-05 09:35:00",2,TRUE,1358
"biclust","2008-02-05 09:41:00",13,TRUE,1359
"EMCC","2008-02-06 10:47:00",4,TRUE,1360
"openNLP","2008-02-07 12:50:00",12,TRUE,1361
"openNLPmodels","2008-02-07 12:50:00",1,TRUE,1362
"risksetROC","2008-02-08 22:07:00",3,TRUE,1363
"qpcR","2008-02-09 20:01:00",29,TRUE,1364
"RankAggreg","2008-02-11 20:26:00",12,TRUE,1365
"segclust","2008-02-11 20:26:00",7,TRUE,1366
"PASWR","2008-02-12 21:34:00",2,TRUE,1367
"s20x","2008-02-12 21:34:00",23,TRUE,1368
"compHclust","2008-02-14 19:46:00",4,TRUE,1369
"emu","2008-02-16 13:56:00",8,TRUE,1370
"RcmdrPlugin.IPSUR","2008-02-17 18:45:00",8,TRUE,1371
"JM","2008-02-18 14:06:00",31,TRUE,1372
"BPHO","2008-02-21 19:55:00",6,TRUE,1373
"Bchron","2008-02-21 19:55:00",27,TRUE,1374
"diagram","2008-02-21 19:58:00",13,TRUE,1375
"normwn.test","2008-02-21 19:58:00",3,TRUE,1376
"obsSens","2008-02-21 19:58:00",4,TRUE,1377
"shape","2008-02-21 19:59:00",12,TRUE,1378
"IBrokers","2008-02-22 08:08:00",21,TRUE,1379
"TSHRC","2008-02-24 19:17:00",6,TRUE,1380
"birch","2008-02-24 19:17:00",6,TRUE,1381
"profileModel","2008-02-24 19:17:00",9,TRUE,1382
"brglm","2008-02-25 07:43:00",11,TRUE,1383
"siar","2008-02-25 13:58:00",18,TRUE,1384
"maxLik","2008-02-27 18:04:00",24,TRUE,1385
"sampleSelection","2008-02-27 18:04:00",18,TRUE,1386
"FitAR","2008-03-02 13:50:00",19,TRUE,1387
"EffectiveDose","2008-03-03 18:52:00",2,TRUE,1388
"torus","2008-03-03 18:52:00",2,TRUE,1389
"BioIDMapper","2008-03-05 17:58:00",9,TRUE,1390
"jit","2008-03-06 13:58:00",13,TRUE,1391
"gmaps","2008-03-06 20:08:00",3,TRUE,1392
"Iso","2008-03-07 07:09:00",13,TRUE,1393
"randomLCA","2008-03-21 19:21:00",35,TRUE,1394
"COZIGAM","2008-03-21 19:23:00",7,TRUE,1395
"nlrwr","2008-03-21 19:26:00",4,TRUE,1396
"yaml","2008-03-21 19:28:00",28,TRUE,1397
"corrperm","2008-03-24 21:32:00",2,TRUE,1398
"epiR","2008-03-24 21:33:00",54,TRUE,1399
"fpca","2008-03-24 21:33:00",2,TRUE,1400
"gibbs.met","2008-03-24 21:33:00",3,TRUE,1401
"phangorn","2008-03-25 09:05:00",49,TRUE,1402
"depmixS4","2008-03-26 21:25:00",25,TRUE,1403
"anapuce","2008-03-27 12:22:00",4,TRUE,1404
"nplplot","2008-03-27 14:47:00",6,TRUE,1405
"richards","2008-03-28 08:19:00",2,TRUE,1406
"backfitRichards","2008-03-28 14:59:00",2,TRUE,1407
"similarityRichards","2008-03-28 14:59:00",2,TRUE,1408
"EMD","2008-03-29 20:53:00",10,TRUE,1409
"netmodels","2008-03-30 19:06:00",2,TRUE,1410
"WINRPACK","2008-04-01 07:00:00",8,TRUE,1411
"RSeqMeth","2008-04-02 07:17:00",1,TRUE,1412
"npde","2008-04-02 10:17:00",3,TRUE,1413
"FunNet","2008-04-03 06:58:00",13,TRUE,1414
"mombf","2008-04-03 13:06:00",38,TRUE,1415
"dynamicTreeCut","2008-04-04 06:31:00",8,TRUE,1416
"moduleColor","2008-04-04 12:37:00",6,TRUE,1417
"knorm","2008-04-08 04:43:00",1,TRUE,1418
"chemometrics","2008-04-09 07:11:00",20,TRUE,1419
"RcmdrPlugin.Export","2008-04-09 07:14:00",5,TRUE,1420
"MCPMod","2008-04-10 06:51:00",18,TRUE,1421
"ivivc","2008-04-10 07:16:00",12,TRUE,1422
"getopt","2008-04-14 07:26:00",13,TRUE,1423
"candisc","2008-04-14 18:16:00",18,TRUE,1424
"ncf","2008-04-14 18:17:00",16,TRUE,1425
"neuralnet","2008-04-15 17:28:00",8,TRUE,1426
"networksis","2008-04-16 19:38:00",6,TRUE,1427
"gsarima","2008-04-20 19:04:00",7,TRUE,1428
"BootPR","2008-04-20 19:05:00",6,TRUE,1429
"BB","2008-04-22 07:36:00",19,TRUE,1430
"multipol","2008-04-22 10:37:00",6,TRUE,1431
"lago","2008-04-23 09:08:00",1,TRUE,1432
"bspec","2008-04-23 09:09:00",6,TRUE,1433
"pga","2008-04-23 09:09:00",1,TRUE,1434
"ISOcodes","2008-04-23 09:32:00",26,TRUE,1435
"contfrac","2008-04-24 09:05:00",9,TRUE,1436
"hypergeo","2008-04-24 09:05:00",10,TRUE,1437
"limSolve","2008-04-24 16:51:00",14,TRUE,1438
"noia","2008-04-27 15:29:00",8,TRUE,1439
"SyNet","2008-04-27 16:27:00",2,TRUE,1440
"helloJavaWorld","2008-04-28 17:47:00",4,TRUE,1441
"bentcableAR","2008-04-29 06:49:00",8,TRUE,1442
"stab","2008-05-02 08:59:00",16,TRUE,1443
"msProcess","2008-05-02 10:09:00",6,TRUE,1444
"profr","2008-05-02 17:45:00",5,TRUE,1445
"mixdist","2008-05-03 06:53:00",4,TRUE,1446
"AER","2008-05-04 22:22:00",25,TRUE,1447
"RPyGeo","2008-05-05 06:47:00",5,TRUE,1448
"RSAGA","2008-05-05 06:47:00",23,TRUE,1449
"Rcplex","2008-05-05 06:47:00",11,TRUE,1450
"gmvalid","2008-05-05 06:47:00",6,TRUE,1451
"paltran","2008-05-05 13:02:00",4,TRUE,1452
"hwriter","2008-05-05 18:20:00",9,TRUE,1453
"nparcomp","2008-05-06 18:46:00",6,TRUE,1454
"empiricalBayes","2008-05-07 15:04:00",2,TRUE,1455
"singlecase","2008-05-07 15:04:00",1,TRUE,1456
"tframePlus","2008-05-08 07:13:00",14,TRUE,1457
"BCE","2008-05-08 11:21:00",4,TRUE,1458
"PolynomF","2008-05-13 18:20:00",10,TRUE,1459
"copas","2008-05-14 08:16:00",7,TRUE,1460
"rjags","2008-05-14 10:15:00",48,TRUE,1461
"mlogit","2008-05-16 21:05:00",26,TRUE,1462
"orth","2008-05-16 21:05:00",2,TRUE,1463
"MMG","2008-05-16 21:19:00",3,TRUE,1464
"mpm","2008-05-19 07:25:00",9,TRUE,1465
"rPorta","2008-05-20 09:18:00",5,TRUE,1466
"sdtalt","2008-05-20 09:38:00",4,TRUE,1467
"dti","2008-05-21 16:25:00",35,TRUE,1468
"coxphw","2008-05-25 19:19:00",10,TRUE,1469
"fbati","2008-05-25 19:20:00",12,TRUE,1470
"fgui","2008-05-25 19:20:00",11,TRUE,1471
"randtoolbox","2008-05-25 19:30:00",19,TRUE,1472
"FTICRMS","2008-05-26 06:51:00",4,TRUE,1473
"dynamo","2008-05-26 06:51:00",3,TRUE,1474
"smacof","2008-05-26 06:51:00",24,TRUE,1475
"PtProcess","2008-05-30 06:30:00",20,TRUE,1476
"msBreast","2008-05-30 06:58:00",3,TRUE,1477
"msDilution","2008-05-30 06:58:00",2,TRUE,1478
"Pomic","2008-06-01 18:55:00",7,TRUE,1479
"deSolve","2008-06-01 18:56:00",34,TRUE,1480
"msProstate","2008-06-02 06:59:00",3,TRUE,1481
"SDDA","2008-06-02 07:00:00",4,TRUE,1482
"glmnet","2008-06-02 07:00:00",43,TRUE,1483
"rootSolve","2008-06-02 18:43:00",17,TRUE,1484
"picante","2008-06-03 06:34:00",28,TRUE,1485
"bayesGARCH","2008-06-03 12:36:00",14,TRUE,1486
"bmd","2008-06-05 09:30:00",3,TRUE,1487
"uncompress","2008-06-06 06:37:00",9,TRUE,1488
"onemap","2008-06-08 15:14:00",12,TRUE,1489
"dataframes2xls","2008-06-08 15:33:00",8,TRUE,1490
"betaper","2008-06-09 06:56:00",3,TRUE,1491
"spssDDI","2008-06-09 18:12:00",2,TRUE,1492
"LDtests","2008-06-09 18:13:00",1,FALSE,1493
"PSM","2008-06-10 09:39:00",12,TRUE,1494
"AdMit","2008-06-11 09:15:00",14,TRUE,1495
"MLDA","2008-06-11 09:15:00",3,TRUE,1496
"lpc","2008-06-11 09:15:00",4,TRUE,1497
"laercio","2008-06-11 18:12:00",7,TRUE,1498
"SiZer","2008-06-12 09:23:00",6,TRUE,1499
"ecolMod","2008-06-12 09:50:00",8,TRUE,1500
"lpSolveAPI","2008-06-13 08:13:00",23,TRUE,1501
"diffractometry","2008-06-13 14:11:00",6,TRUE,1502
"compare","2008-06-16 06:49:00",8,TRUE,1503
"orloca","2008-06-16 10:02:00",14,TRUE,1504
"waveclock","2008-06-16 10:03:00",6,TRUE,1505
"kml","2008-06-18 11:09:00",15,TRUE,1506
"snowfall","2008-06-19 09:35:00",10,TRUE,1507
"SASPECT","2008-06-23 05:54:00",1,FALSE,1508
"MDD","2008-06-23 07:52:00",1,TRUE,1509
"bigmemory","2008-06-23 07:54:00",32,TRUE,1510
"qlspack","2008-06-23 07:54:00",3,TRUE,1511
"wgaim","2008-06-24 10:04:00",24,TRUE,1512
"PredictiveRegression","2008-06-26 08:04:00",5,TRUE,1513
"DiagnosisMed","2008-07-05 15:40:00",12,TRUE,1514
"SNPMaP.cdm","2008-07-05 16:06:00",2,TRUE,1515
"lmom","2008-07-05 16:31:00",16,TRUE,1516
"orloca.es","2008-07-05 16:32:00",10,TRUE,1517
"SNPMaP","2008-07-05 18:25:00",2,TRUE,1518
"qdg","2008-07-07 12:34:00",1,TRUE,1519
"CADStat","2008-07-07 12:49:00",18,TRUE,1520
"fuzzyOP","2008-07-07 12:49:00",2,TRUE,1521
"HAPim","2008-07-07 12:50:00",3,TRUE,1522
"Metabonomic","2008-07-07 18:05:00",19,TRUE,1523
"tossm","2008-07-08 11:16:00",4,TRUE,1524
"BaM","2008-07-09 09:15:00",11,TRUE,1525
"bear","2008-07-11 16:57:00",30,TRUE,1526
"gene2pathway","2008-07-11 16:57:00",11,TRUE,1527
"RKEA","2008-07-11 17:17:00",6,TRUE,1528
"ic.infer","2008-07-14 11:56:00",15,TRUE,1529
"marginalmodelplots","2008-07-15 14:58:00",3,TRUE,1530
"TraMineR","2008-07-15 15:49:00",39,TRUE,1531
"peperr","2008-07-15 19:23:00",13,TRUE,1532
"etm","2008-07-15 19:40:00",23,TRUE,1533
"fts","2008-07-16 15:57:00",7,TRUE,1534
"bark","2008-07-16 16:42:00",1,TRUE,1535
"NetIndices","2008-07-18 07:35:00",7,TRUE,1536
"expert","2008-07-18 07:37:00",3,TRUE,1537
"gWidgetsWWW","2008-07-20 09:09:00",17,TRUE,1538
"sensR","2008-07-20 09:09:00",20,TRUE,1539
"prodlim","2008-07-21 14:41:00",21,TRUE,1540
"pec","2008-07-28 06:18:00",24,TRUE,1541
"pec","2008-07-28 06:18:00",24,TRUE,1542
"SQLiteMap","2008-07-29 04:59:00",4,TRUE,1543
"grade","2008-08-01 13:59:00",3,TRUE,1544
"Read.isi","2008-08-03 21:06:00",3,TRUE,1545
"FITSio","2008-08-06 15:31:00",6,TRUE,1546
"ic50","2008-08-06 15:31:00",5,TRUE,1547
"topmodel","2008-08-06 15:31:00",10,TRUE,1548
"ALS","2008-08-06 17:06:00",6,TRUE,1549
"loglognorm","2008-08-07 09:59:00",2,TRUE,1550
"mco","2008-08-07 09:59:00",10,TRUE,1551
"StreamMetabolism","2008-08-07 16:37:00",10,TRUE,1552
"CvM2SL2Test","2008-08-08 12:16:00",4,TRUE,1553
"timereg","2008-08-08 12:32:00",51,TRUE,1554
"ddst","2008-08-08 19:40:00",5,TRUE,1555
"ResearchMethods","2008-08-08 19:48:00",4,TRUE,1556
"ConvergenceConcepts","2008-08-11 14:15:00",8,TRUE,1557
"MCAPS","2008-08-12 10:18:00",3,TRUE,1558
"tsModel","2008-08-12 10:18:00",5,TRUE,1559
"gumbel","2008-08-13 09:47:00",8,TRUE,1560
"RM2","2008-08-13 12:37:00",1,FALSE,1561
"BiplotGUI","2008-08-13 14:23:00",6,TRUE,1562
"lda.cv","2008-08-14 07:45:00",2,TRUE,1563
"rscproxy","2008-08-14 18:52:00",8,TRUE,1564
"bpca","2008-08-17 08:31:00",9,TRUE,1565
"denstrip","2008-08-17 08:31:00",10,TRUE,1566
"pack","2008-08-17 08:31:00",2,TRUE,1567
"cem","2008-08-20 11:22:00",23,TRUE,1568
"tileHMM","2008-08-20 11:23:00",6,TRUE,1569
"BLCOP","2008-08-20 13:14:00",7,TRUE,1570
"dfcrm","2008-08-20 14:38:00",8,TRUE,1571
"apsrtable","2008-08-22 11:12:00",13,TRUE,1572
"rwm","2008-08-23 09:19:00",8,TRUE,1573
"Ratings","2008-08-31 09:01:00",2,TRUE,1574
"roxygen","2008-08-31 11:02:00",3,TRUE,1575
"MSVAR","2008-09-01 06:59:00",1,TRUE,1576
"eqtl","2008-09-01 19:20:00",6,TRUE,1577
"runjags","2008-09-01 19:20:00",25,TRUE,1578
"CTT","2008-09-03 05:52:00",6,TRUE,1579
"entropy","2008-09-03 07:52:00",13,TRUE,1580
"hlr","2008-09-03 07:52:00",1,TRUE,1581
"GExMap","2008-09-05 15:30:00",4,TRUE,1582
"MKmisc","2008-09-05 15:30:00",26,TRUE,1583
"TinnR","2008-09-05 15:30:00",3,TRUE,1584
"Rsge","2008-09-05 15:38:00",4,TRUE,1585
"SimpleTable","2008-09-06 07:35:00",2,TRUE,1586
"dirichlet","2008-09-06 09:35:00",1,TRUE,1587
"STAR","2008-09-09 10:16:00",6,TRUE,1588
"glmmBUGS","2008-09-09 10:16:00",14,TRUE,1589
"mixnet","2008-09-09 10:17:00",1,TRUE,1590
"CvM2SL1Test","2008-09-09 10:35:00",4,TRUE,1591
"convexHaz","2008-09-10 06:56:00",3,TRUE,1592
"mirf","2008-09-10 07:18:00",1,TRUE,1593
"tis","2008-09-10 07:18:00",23,TRUE,1594
"ccgarch","2008-09-10 12:27:00",14,TRUE,1595
"MIfuns","2008-09-11 20:29:00",13,TRUE,1596
"distrTeach","2008-09-12 14:38:00",14,TRUE,1597
"EVER","2008-09-12 18:07:00",4,TRUE,1598
"distrMod","2008-09-14 17:50:00",23,TRUE,1599
"RobAStBase","2008-09-15 07:32:00",16,TRUE,1600
"gtm","2008-09-18 17:52:00",1,TRUE,1601
"packClassic","2008-09-18 17:52:00",3,TRUE,1602
"curvetest","2008-09-19 04:56:00",2,TRUE,1603
"treelet","2008-09-19 06:57:00",5,TRUE,1604
"intervals","2008-09-21 19:48:00",14,TRUE,1605
"ssize.fdr","2008-09-21 19:48:00",3,TRUE,1606
"MAclinical","2008-09-28 18:30:00",3,TRUE,1607
"RItools","2008-09-28 19:26:00",16,TRUE,1608
"fossil","2008-09-28 19:30:00",11,TRUE,1609
"audio","2008-09-29 07:10:00",7,TRUE,1610
"plyr","2008-09-30 07:29:00",32,TRUE,1611
"mixlow","2008-09-30 08:02:00",7,TRUE,1612
"rbounds","2008-10-01 13:26:00",9,TRUE,1613
"imputeMDR","2008-10-02 06:56:00",4,TRUE,1614
"opentick","2008-10-02 06:56:00",1,TRUE,1615
"SMVar","2008-10-03 14:48:00",4,TRUE,1616
"PBSddesolve","2008-10-05 11:01:00",10,TRUE,1617
"mi","2008-10-07 06:57:00",58,TRUE,1618
"bit","2008-10-09 06:43:00",22,TRUE,1619
"R2jags","2008-10-09 06:58:00",52,TRUE,1620
"StatMatch","2008-10-10 10:13:00",19,TRUE,1621
"RPostgreSQL","2008-10-13 09:35:00",17,TRUE,1622
"mixer","2008-10-15 16:25:00",11,TRUE,1623
"pARccs","2008-10-15 16:25:00",4,TRUE,1624
"SpatialExtremes","2008-10-16 10:54:00",28,TRUE,1625
"geonames","2008-10-16 11:14:00",6,TRUE,1626
"frontier","2008-10-16 11:18:00",26,TRUE,1627
"marelac","2008-10-16 16:52:00",12,TRUE,1628
"SGP","2008-10-17 08:28:00",37,TRUE,1629
"gmm","2008-10-19 16:59:00",29,TRUE,1630
"REQS","2008-10-20 18:08:00",11,TRUE,1631
"asympTest","2008-10-21 16:13:00",4,TRUE,1632
"timeDate","2008-10-23 16:55:00",25,TRUE,1633
"timeSeries","2008-10-23 16:55:00",29,TRUE,1634
"imprProbEst","2008-10-25 12:57:00",2,TRUE,1635
"simone","2008-10-25 13:22:00",9,TRUE,1636
"sda","2008-10-26 19:15:00",18,TRUE,1637
"SimComp","2008-10-27 10:55:00",16,TRUE,1638
"depth","2008-10-27 19:43:00",6,TRUE,1639
"RHRV","2008-10-28 12:58:00",15,TRUE,1640
"Rlabkey","2008-10-28 12:58:00",46,TRUE,1641
"WaveCGH","2008-10-28 18:40:00",1,TRUE,1642
"PairViz","2008-10-28 20:07:00",8,TRUE,1643
"TSPostgreSQL","2008-11-03 07:46:00",16,TRUE,1644
"TSfame","2008-11-03 07:46:00",16,TRUE,1645
"TShistQuote","2008-11-03 07:46:00",12,TRUE,1646
"TSodbc","2008-11-03 07:46:00",17,TRUE,1647
"reporttools","2008-11-04 10:13:00",13,TRUE,1648
"BSagri","2008-11-04 19:48:00",4,TRUE,1649
"latticist","2008-11-04 19:49:00",5,TRUE,1650
"SweaveListingUtils","2008-11-06 07:59:00",17,TRUE,1651
"FactoClass","2008-11-06 10:42:00",19,TRUE,1652
"Rcpp","2008-11-06 18:15:00",89,TRUE,1653
"beanplot","2008-11-06 21:33:00",2,TRUE,1654
"ipptoolbox","2008-11-07 14:34:00",3,TRUE,1655
"spls","2008-11-08 09:16:00",12,TRUE,1656
"foba","2008-11-08 09:33:00",1,TRUE,1657
"muscor","2008-11-08 09:33:00",1,TRUE,1658
"corcounts","2008-11-09 09:22:00",5,TRUE,1659
"exams","2008-11-10 12:30:00",26,TRUE,1660
"LIM","2008-11-10 17:20:00",9,TRUE,1661
"aylmer","2008-11-13 08:00:00",9,TRUE,1662
"yacca","2008-11-14 08:26:00",3,TRUE,1663
"dlmap","2008-11-14 16:48:00",8,TRUE,1664
"blockmodeling","2008-11-17 14:39:00",8,TRUE,1665
"StatFingerprints","2008-11-21 13:08:00",7,TRUE,1666
"grpreg","2008-11-24 09:27:00",30,TRUE,1667
"hyperdirichlet","2008-11-24 09:28:00",13,TRUE,1668
"selectiongain","2008-11-24 19:54:00",14,TRUE,1669
"RcmdrPlugin.orloca","2008-11-26 08:47:00",6,TRUE,1670
"rconifers","2008-11-26 08:47:00",7,TRUE,1671
"SubpathwayMiner","2008-11-27 08:47:00",5,TRUE,1672
"lmodel2","2008-11-27 08:47:00",5,TRUE,1673
"rsm","2008-12-01 08:08:00",27,TRUE,1674
"relax","2008-12-01 19:20:00",13,TRUE,1675
"hexbin","2008-12-04 08:20:00",15,TRUE,1676
"GridR","2008-12-04 15:45:00",2,TRUE,1677
"SDaA","2008-12-04 15:45:00",4,TRUE,1678
"amei","2008-12-05 08:54:00",8,TRUE,1679
"MCE","2008-12-06 08:29:00",2,TRUE,1680
"scout","2008-12-09 19:47:00",5,TRUE,1681
"agreement","2008-12-11 09:16:00",1,TRUE,1682
"archetypes","2008-12-11 09:16:00",10,TRUE,1683
"graphicsQC","2008-12-11 10:13:00",9,TRUE,1684
"truncnorm","2008-12-12 08:11:00",6,TRUE,1685
"prefmod","2008-12-12 08:12:00",17,TRUE,1686
"wasim","2008-12-17 09:10:00",4,TRUE,1687
"crawl","2008-12-18 08:27:00",19,TRUE,1688
"longRPart","2008-12-18 17:55:00",2,TRUE,1689
"kst","2008-12-19 15:32:00",13,TRUE,1690
"Formula","2008-12-19 19:54:00",14,TRUE,1691
"LearnEDA","2008-12-23 08:02:00",3,TRUE,1692
"RcmdrPlugin.qcc","2008-12-23 08:02:00",7,TRUE,1693
"bayesCGH","2008-12-23 08:02:00",1,TRUE,1694
"CADFtest","2008-12-29 09:52:00",5,TRUE,1695
"rSymPy","2008-12-30 18:04:00",5,TRUE,1696
"RQDA","2008-12-30 18:05:00",14,TRUE,1697
"multicore","2009-01-03 18:13:00",8,TRUE,1698
"ConvCalendar","2009-01-08 17:00:00",3,TRUE,1699
"rcdklibs","2009-01-08 19:53:00",22,TRUE,1700
"gcExplorer","2009-01-13 18:18:00",5,TRUE,1701
"GRRGI","2009-01-14 18:11:00",2,TRUE,1702
"bayesclust","2009-01-14 18:11:00",5,TRUE,1703
"penalizedSVM","2009-01-14 18:25:00",4,TRUE,1704
"fishmethods","2009-01-15 15:39:00",18,TRUE,1705
"YourCast","2009-01-16 17:06:00",13,TRUE,1706
"gof","2009-01-16 17:06:00",11,TRUE,1707
"remMap","2009-01-17 10:13:00",2,TRUE,1708
"Depela","2009-01-20 06:41:00",1,TRUE,1709
"fit4NM","2009-01-20 07:41:00",5,TRUE,1710
"x12","2009-01-20 08:37:00",20,TRUE,1711
"rela","2009-01-20 20:31:00",2,TRUE,1712
"robCompositions","2009-01-20 20:31:00",31,TRUE,1713
"clinsig","2009-01-20 20:44:00",8,TRUE,1714
"bootspecdens","2009-01-21 09:44:00",3,TRUE,1715
"ScottKnott","2009-01-23 08:16:00",8,TRUE,1716
"hacks","2009-01-23 08:19:00",3,TRUE,1717
"svGUI","2009-01-23 17:14:00",9,TRUE,1718
"svIDE","2009-01-23 17:14:00",7,TRUE,1719
"svMisc","2009-01-23 17:14:00",14,TRUE,1720
"svSocket","2009-01-23 17:14:00",10,TRUE,1721
"sdcTable","2009-01-26 08:53:00",46,TRUE,1722
"operators","2009-01-26 10:11:00",5,TRUE,1723
"mmcm","2009-01-26 13:46:00",12,TRUE,1724
"MCMCglmm","2009-01-27 14:45:00",45,TRUE,1725
"BayesDA","2009-01-30 07:55:00",3,TRUE,1726
"GFMaps","2009-01-30 13:31:00",2,TRUE,1727
"MAMSE","2009-02-03 20:00:00",5,TRUE,1728
"ucminf","2009-02-03 20:05:00",11,TRUE,1729
"truncreg","2009-02-03 20:15:00",4,TRUE,1730
"flashClust","2009-02-05 09:15:00",8,TRUE,1731
"nleqslv","2009-02-07 14:22:00",42,TRUE,1732
"rtv","2009-02-08 10:40:00",9,TRUE,1733
"cellVolumeDist","2009-02-09 08:06:00",3,TRUE,1734
"irtProb","2009-02-09 08:07:00",3,TRUE,1735
"survcomp","2009-02-09 11:32:00",5,TRUE,1736
"pspearman","2009-02-11 12:26:00",4,TRUE,1737
"FKF","2009-02-12 08:13:00",10,TRUE,1738
"PMA","2009-02-12 08:25:00",15,TRUE,1739
"gogarch","2009-02-12 16:42:00",7,TRUE,1740
"clues","2009-02-12 16:43:00",12,TRUE,1741
"vowels","2009-02-16 07:41:00",8,TRUE,1742
"fitdistrplus","2009-02-16 14:55:00",20,TRUE,1743
"fechner","2009-02-16 19:06:00",4,TRUE,1744
"afc","2009-02-18 13:37:00",3,TRUE,1745
"mvtBinaryEP","2009-02-18 20:03:00",2,TRUE,1746
"registry","2009-02-18 23:02:00",5,TRUE,1747
"bicreduc","2009-02-19 13:26:00",1,TRUE,1748
"RcmdrPlugin.survival","2009-02-20 16:30:00",15,TRUE,1749
"WWGbook","2009-02-24 07:54:00",2,TRUE,1750
"pedigree","2009-02-24 09:02:00",6,TRUE,1751
"labeltodendro","2009-02-25 14:39:00",3,TRUE,1752
"rgrs","2009-02-25 16:51:00",12,TRUE,1753
"introgress","2009-02-25 18:16:00",6,TRUE,1754
"DAKS","2009-02-26 15:14:00",6,TRUE,1755
"metaMA","2009-02-26 15:15:00",5,TRUE,1756
"DTK","2009-02-27 07:40:00",6,TRUE,1757
"ROptEstOld","2009-02-28 09:58:00",7,TRUE,1758
"RSurvey","2009-03-01 11:16:00",30,TRUE,1759
"BAS","2009-03-02 09:05:00",35,TRUE,1760
"mhsmm","2009-03-02 09:08:00",19,TRUE,1761
"OAIHarvester","2009-03-03 08:10:00",19,TRUE,1762
"lmomRFA","2009-03-03 08:11:00",12,TRUE,1763
"sparseLDA","2009-03-03 08:11:00",4,TRUE,1764
"PhViD","2009-03-03 19:45:00",7,TRUE,1765
"tlemix","2009-03-04 08:01:00",8,TRUE,1766
"rngwell19937","2009-03-05 08:30:00",6,TRUE,1767
"SGCS","2009-03-06 07:29:00",11,TRUE,1768
"ccems","2009-03-06 11:50:00",4,TRUE,1769
"sdtoolkit","2009-03-06 17:04:00",4,TRUE,1770
"Rcsdp","2009-03-08 16:10:00",15,TRUE,1771
"TRIANG","2009-03-08 16:10:00",3,TRUE,1772
"AIGIS","2009-03-09 19:14:00",2,TRUE,1773
"spatialsegregation","2009-03-10 08:09:00",18,TRUE,1774
"plotpc","2009-03-10 11:16:00",4,TRUE,1775
"BayesX","2009-03-11 17:02:00",10,TRUE,1776
"Oncotree","2009-03-12 09:28:00",4,TRUE,1777
"jointDiag","2009-03-12 20:07:00",5,TRUE,1778
"spuRs","2009-03-13 10:46:00",9,TRUE,1779
