"name","first_release","versions","archived","index"
"mrgsolve","2017-03-11 08:18:00",12,TRUE,11533
"rdataretriever","2017-03-11 08:18:00",3,TRUE,11534
"GADMTools","2017-03-11 17:17:00",10,TRUE,11535
"quantoptr","2017-03-11 17:17:00",2,TRUE,11536
"cmpprocess","2017-03-11 17:56:00",2,TRUE,11537
"gsynth","2017-03-12 08:02:00",5,TRUE,11538
"mlrMBO","2017-03-12 17:43:00",7,TRUE,11539
"spmoran","2017-03-12 17:43:00",15,TRUE,11540
"bioOED","2017-03-13 07:45:00",3,TRUE,11541
"collpcm","2017-03-13 16:11:00",2,TRUE,11542
"EcoIndR","2017-03-13 16:18:00",6,TRUE,11543
"radmixture","2017-03-13 18:25:00",1,FALSE,11544
"outreg","2017-03-14 05:58:00",1,FALSE,11545
"scalpel","2017-03-14 05:58:00",3,TRUE,11546
"reticulate","2017-03-14 07:08:00",24,TRUE,11547
"nmw","2017-03-14 09:26:00",3,TRUE,11548
"tsxtreme","2017-03-14 09:26:00",3,TRUE,11549
"DataEntry","2017-03-14 13:20:00",3,TRUE,11550
"pkr","2017-03-14 16:36:00",3,TRUE,11551
"EpiCurve","2017-03-14 19:13:00",7,TRUE,11552
"gee4","2017-03-15 07:49:00",1,FALSE,11553
"confinterpret","2017-03-15 13:36:00",3,TRUE,11554
"hNMF","2017-03-15 13:36:00",7,TRUE,11555
"BLPestimatoR","2017-03-16 07:43:00",9,TRUE,11556
"BioInstaller","2017-03-16 07:43:00",15,TRUE,11557
"CNull","2017-03-16 07:43:00",1,FALSE,11558
"DisHet","2017-03-16 07:43:00",5,TRUE,11559
"MOEADr","2017-03-16 07:44:00",5,TRUE,11560
"fetchR","2017-03-16 07:44:00",3,TRUE,11561
"rddensity","2017-03-16 07:44:00",7,TRUE,11562
"rif","2017-03-16 07:44:00",2,TRUE,11563
"rolypoly","2017-03-16 07:44:00",1,FALSE,11564
"FlexDir","2017-03-16 12:35:00",1,FALSE,11565
"RankingProject","2017-03-16 12:35:00",2,TRUE,11566
"prioritylasso","2017-03-16 12:35:00",7,TRUE,11567
"Rlda","2017-03-16 16:16:00",9,TRUE,11568
"graphkernels","2017-03-16 16:16:00",7,TRUE,11569
"Polychrome","2017-03-17 07:24:00",12,TRUE,11570
"treespace","2017-03-17 07:24:00",8,TRUE,11571
"denseFLMM","2017-03-17 11:16:00",3,TRUE,11572
"ropercenter","2017-03-17 11:16:00",4,TRUE,11573
"AcousticNDLCodeR","2017-03-17 13:01:00",3,TRUE,11574
"MonteCarlo","2017-03-17 13:01:00",6,TRUE,11575
"iMediate","2017-03-18 08:34:00",5,TRUE,11576
"FuzzyNumbers.Ext.2","2017-03-18 17:51:00",5,TRUE,11577
"OSCV","2017-03-18 17:52:00",1,FALSE,11578
"brant","2017-03-18 17:52:00",5,TRUE,11579
"exampletestr","2017-03-18 17:52:00",17,TRUE,11580
"sicegar","2017-03-19 11:39:00",4,TRUE,11581
"RIA","2017-03-19 11:41:00",8,TRUE,11582
"shinyShortcut","2017-03-19 18:13:00",1,FALSE,11583
"supc","2017-03-19 18:19:00",4,TRUE,11584
"CSeqpat","2017-03-20 05:22:00",3,TRUE,11585
"rjmcmc","2017-03-20 05:22:00",9,TRUE,11586
"pathmapping","2017-03-20 06:13:00",2,TRUE,11587
"EstimateGroupNetwork","2017-03-20 08:38:00",2,TRUE,11588
"Rvoterdistance","2017-03-20 08:38:00",1,FALSE,11589
"anomalyDetection","2017-03-20 12:49:00",7,TRUE,11590
"kerasR","2017-03-20 17:34:00",2,TRUE,11591
"VarReg","2017-03-21 06:50:00",3,TRUE,11592
"rolr","2017-03-21 06:51:00",1,FALSE,11593
"stmgp","2017-03-21 08:26:00",4,TRUE,11594
"RchivalTag","2017-03-21 15:20:00",8,TRUE,11595
"FMC","2017-03-21 20:59:00",1,FALSE,11596
"KENDL","2017-03-21 21:09:00",2,TRUE,11597
"orgutils","2017-03-21 21:28:00",1,FALSE,11598
"rnaturalearth","2017-03-21 21:58:00",1,FALSE,11599
"collapsibleTree","2017-03-22 06:13:00",4,TRUE,11600
"qboxplot","2017-03-22 08:55:00",2,TRUE,11601
"rGoodData","2017-03-22 08:55:00",2,TRUE,11602
"bayesDP","2017-03-22 10:47:00",12,TRUE,11603
"rbcb","2017-03-22 11:15:00",6,TRUE,11604
"CVR","2017-03-22 14:13:00",1,FALSE,11605
"tensorflow","2017-03-22 14:19:00",17,TRUE,11606
"xlsimple","2017-03-22 14:20:00",2,TRUE,11607
"frailtyEM","2017-03-22 14:24:00",12,TRUE,11608
"giphyr","2017-03-22 16:26:00",5,TRUE,11609
"focusedMDS","2017-03-22 19:17:00",2,TRUE,11610
"mMPA","2017-03-22 19:20:00",2,TRUE,11611
"margins","2017-03-22 19:20:00",3,TRUE,11612
"ukds","2017-03-22 19:20:00",1,TRUE,11613
"survutils","2017-03-22 19:21:00",3,TRUE,11614
"alterryx","2017-03-22 19:23:00",5,TRUE,11615
"phase1RMD","2017-03-23 06:18:00",4,TRUE,11616
"sbart","2017-03-23 06:18:00",2,TRUE,11617
"shinyWidgets","2017-03-23 06:18:00",21,TRUE,11618
"modeval","2017-03-23 07:13:00",3,TRUE,11619
"affluenceIndex","2017-03-23 13:02:00",1,FALSE,11620
"summariser","2017-03-23 13:10:00",3,TRUE,11621
"RApiDatetime","2017-03-23 16:11:00",4,TRUE,11622
"multdyn","2017-03-23 17:14:00",2,TRUE,11623
"lero.lero","2017-03-23 17:49:00",2,TRUE,11624
"bridgesampling","2017-03-24 06:25:00",9,TRUE,11625
"corset","2017-03-24 06:25:00",4,TRUE,11626
"secure","2017-03-24 06:25:00",5,TRUE,11627
"valaddin","2017-03-24 06:25:00",3,TRUE,11628
"vesselr","2017-03-24 06:26:00",3,TRUE,11629
"optimus","2017-03-24 13:26:00",2,TRUE,11630
"geoSpectral","2017-03-24 13:28:00",4,TRUE,11631
"IPWsurvival","2017-03-24 19:02:00",1,TRUE,11632
"docstring","2017-03-24 19:07:00",1,FALSE,11633
"implyr","2017-03-24 19:07:00",7,TRUE,11634
"PCFAM","2017-03-24 19:10:00",1,FALSE,11635
"statsgrokse","2017-03-24 19:17:00",1,TRUE,11636
"slimrec","2017-03-25 09:27:00",1,FALSE,11637
"LeArEst","2017-03-25 16:14:00",4,TRUE,11638
"vortexRdata","2017-03-25 16:15:00",2,TRUE,11639
"NetworkInference","2017-03-26 07:31:00",9,TRUE,11640
"bupaR","2017-03-26 07:31:00",10,TRUE,11641
"pmfdR","2017-03-26 16:12:00",1,TRUE,11642
"CorporaCoCo","2017-03-27 15:21:00",3,TRUE,11643
"pivottabler","2017-03-27 15:21:00",14,TRUE,11644
"BatchMap","2017-03-27 16:21:00",3,TRUE,11645
"hmi","2017-03-27 16:21:00",16,TRUE,11646
"geojsonR","2017-03-28 06:11:00",9,TRUE,11647
"scclust","2017-03-28 06:11:00",6,TRUE,11648
"shinyHeatmaply","2017-03-28 06:11:00",2,TRUE,11649
"vortexR","2017-03-28 09:23:00",5,TRUE,11650
"itan","2017-03-28 16:20:00",1,FALSE,11651
"flextable","2017-03-28 16:23:00",20,TRUE,11652
"AMCTestmakeR","2017-03-29 06:38:00",2,TRUE,11653
"BLModel","2017-03-29 06:38:00",1,FALSE,11654
"patternize","2017-03-29 06:38:00",2,TRUE,11655
"ggQC","2017-03-29 06:41:00",4,TRUE,11656
"cdata","2017-03-29 12:17:00",33,TRUE,11657
"fam2r","2017-03-29 12:17:00",1,FALSE,11658
"microPop","2017-03-29 13:06:00",7,TRUE,11659
"tsqn","2017-03-29 17:50:00",1,FALSE,11660
"NetworkChange","2017-03-29 22:23:00",7,TRUE,11661
"CircularDDM","2017-03-30 11:17:00",4,TRUE,11662
"SMMA","2017-03-30 11:28:00",3,TRUE,11663
"mstR","2017-03-30 11:28:00",3,TRUE,11664
"optim.functions","2017-03-30 11:28:00",1,FALSE,11665
"spatstat.local","2017-03-30 11:28:00",3,TRUE,11666
"hexSticker","2017-03-30 11:32:00",8,TRUE,11667
"mudfold","2017-03-30 16:36:00",4,TRUE,11668
"aptg","2017-03-31 06:12:00",1,TRUE,11669
"kscons","2017-03-31 06:12:00",1,TRUE,11670
"xbreed","2017-03-31 16:36:00",3,TRUE,11671
"GenomicMating","2017-03-31 16:49:00",5,TRUE,11672
"ggedit","2017-03-31 16:54:00",4,TRUE,11673
"InterfaceqPCR","2017-04-01 06:30:00",1,FALSE,11674
"countyfloods","2017-04-01 06:30:00",3,TRUE,11675
"tensorr","2017-04-01 16:06:00",2,TRUE,11676
"grapes","2017-04-01 16:22:00",1,FALSE,11677
"slickR","2017-04-01 16:23:00",6,TRUE,11678
"net.security","2017-04-01 16:32:00",2,TRUE,11679
"ggspatial","2017-04-02 06:31:00",8,TRUE,11680
"d3Tree","2017-04-02 17:26:00",2,TRUE,11681
"enrichR","2017-04-02 17:26:00",3,TRUE,11682
"EthSEQ","2017-04-03 06:17:00",6,TRUE,11683
"MCMCprecision","2017-04-03 06:17:00",5,TRUE,11684
"mrbsizeR","2017-04-03 06:17:00",6,TRUE,11685
"unitizer","2017-04-03 06:17:00",12,TRUE,11686
"wikitaxa","2017-04-03 06:17:00",5,TRUE,11687
"unix","2017-04-03 08:12:00",5,TRUE,11688
"afmToolkit","2017-04-03 15:30:00",1,FALSE,11689
"antaresRead","2017-04-03 15:30:00",16,TRUE,11690
"groupsubsetselection","2017-04-03 15:31:00",1,FALSE,11691
"sensors4plumes","2017-04-03 15:31:00",2,TRUE,11692
"texPreview","2017-04-03 15:31:00",13,TRUE,11693
"nlshelper","2017-04-03 20:19:00",1,FALSE,11694
"TSMN","2017-04-04 06:13:00",1,FALSE,11695
"brglm2","2017-04-04 06:13:00",13,TRUE,11696
"ArCo","2017-04-04 06:19:00",4,TRUE,11697
"standardize","2017-04-04 06:19:00",4,TRUE,11698
"GPoM","2017-04-04 15:38:00",4,TRUE,11699
"HYRISK","2017-04-04 15:38:00",1,FALSE,11700
"Meiosis","2017-04-04 15:38:00",3,TRUE,11701
"spind","2017-04-04 15:39:00",8,TRUE,11702
"MultiVarSel","2017-04-04 15:50:00",3,TRUE,11703
"rsoi","2017-04-04 17:43:00",11,TRUE,11704
"bcs","2017-04-04 22:44:00",1,TRUE,11705
"ggsignif","2017-04-05 11:14:00",6,TRUE,11706
"comtradr","2017-04-05 13:50:00",5,TRUE,11707
"roadoi","2017-04-06 05:42:00",9,TRUE,11708
"antaresProcessing","2017-04-06 05:43:00",14,TRUE,11709
"zfa","2017-04-06 06:21:00",1,FALSE,11710
"eshrink","2017-04-06 21:53:00",2,TRUE,11711
"RNRCS","2017-04-06 21:59:00",4,TRUE,11712
"IMTest","2017-04-07 06:19:00",1,FALSE,11713
"MedDietCalc","2017-04-07 06:19:00",2,TRUE,11714
"sylcount","2017-04-07 06:19:00",4,TRUE,11715
"splithalf","2017-04-07 12:33:00",5,TRUE,11716
"BART","2017-04-07 17:01:00",18,TRUE,11717
"duckduckr","2017-04-07 17:06:00",1,FALSE,11718
"rdlocrand","2017-04-07 17:54:00",8,TRUE,11719
"micEconIndex","2017-04-07 18:20:00",1,FALSE,11720
"reghelper","2017-04-07 22:53:00",6,TRUE,11721
"easyNCDF","2017-04-07 23:22:00",3,TRUE,11722
"mRchmadness","2017-04-09 13:56:00",1,TRUE,11723
"vennplot","2017-04-09 13:57:00",4,TRUE,11724
"GMAC","2017-04-09 14:18:00",3,TRUE,11725
"eLNNpaired","2017-04-09 14:21:00",1,TRUE,11726
"TeXCheckR","2017-04-09 15:59:00",6,TRUE,11727
"RLT","2017-04-09 21:25:00",4,TRUE,11728
"rsolr","2017-04-10 12:50:00",4,TRUE,11729
"CausalImpact","2017-04-10 12:59:00",5,TRUE,11730
"lspline","2017-04-10 21:15:00",1,FALSE,11731
"D3GB","2017-04-10 22:29:00",1,FALSE,11732
"SeerMapperRegs","2017-04-10 22:34:00",4,TRUE,11733
"fastqcr","2017-04-11 10:43:00",3,TRUE,11734
"FactoInvestigate","2017-04-11 10:49:00",6,TRUE,11735
"lpdensity","2017-04-11 11:55:00",8,TRUE,11736
"vocaldia","2017-04-11 11:55:00",4,TRUE,11737
"RTransProb","2017-04-11 12:00:00",5,TRUE,11738
"GADAG","2017-04-11 13:52:00",1,FALSE,11739
"fuzzywuzzyR","2017-04-11 13:52:00",4,TRUE,11740
"DCA","2017-04-11 21:05:00",2,TRUE,11741
"GLIDE","2017-04-11 22:54:00",2,TRUE,11742
"BisRNA","2017-04-12 14:13:00",2,TRUE,11743
"SeerMapperEast","2017-04-12 14:15:00",4,TRUE,11744
"optrcdmaeAT","2017-04-12 14:24:00",1,FALSE,11745
"marcher","2017-04-12 14:26:00",1,FALSE,11746
"ROI.plugin.clp","2017-04-12 14:40:00",4,TRUE,11747
"cbanalysis","2017-04-12 23:08:00",2,TRUE,11748
"SeerMapperWest","2017-04-12 23:11:00",4,TRUE,11749
"rarhsmm","2017-04-12 23:16:00",6,TRUE,11750
"R2ucare","2017-04-13 00:09:00",1,FALSE,11751
"horserule","2017-04-13 17:47:00",2,TRUE,11752
"ldhmm","2017-04-13 20:54:00",5,TRUE,11753
"fpest","2017-04-13 21:00:00",1,FALSE,11754
"ordinalForest","2017-04-13 21:00:00",8,TRUE,11755
"phantom","2017-04-13 21:11:00",4,TRUE,11756
"spup","2017-04-13 21:21:00",5,TRUE,11757
"SeerMapper2010Regs","2017-04-13 21:27:00",4,TRUE,11758
"PRIMME","2017-04-13 21:32:00",6,TRUE,11759
"fold","2017-04-13 22:27:00",9,TRUE,11760
"tubern","2017-04-13 22:44:00",1,FALSE,11761
"docuSignr","2017-04-14 14:04:00",3,TRUE,11762
"SeerMapper2010East","2017-04-14 14:37:00",4,TRUE,11763
"networktools","2017-04-14 14:37:00",8,TRUE,11764
"EpiILM","2017-04-14 15:47:00",10,TRUE,11765
"SeerMapper2010West","2017-04-14 15:47:00",4,TRUE,11766
"thankr","2017-04-14 16:13:00",1,FALSE,11767
"StatPerMeCo","2017-04-14 18:05:00",1,FALSE,11768
"bayesCL","2017-04-14 21:38:00",1,TRUE,11769
"shinymaterial","2017-04-15 05:14:00",16,TRUE,11770
"bigKRLS","2017-04-15 06:36:00",12,TRUE,11771
"MODIStsp","2017-04-15 20:31:00",13,TRUE,11772
"corpus","2017-04-16 10:09:00",16,TRUE,11773
"mro","2017-04-16 16:24:00",1,FALSE,11774
"ompr","2017-04-17 14:52:00",3,TRUE,11775
"Inventorymodel","2017-04-17 15:27:00",5,TRUE,11776
"reportROC","2017-04-17 17:38:00",8,TRUE,11777
"metaplot","2017-04-17 18:30:00",18,TRUE,11778
"glue","2017-04-17 22:29:00",10,TRUE,11779
"icosa","2017-04-17 22:54:00",3,TRUE,11780
"l1kdeconv","2017-04-17 23:00:00",2,TRUE,11781
"WLreg","2017-04-18 05:29:00",1,FALSE,11782
"TSGSIS","2017-04-18 06:43:00",1,FALSE,11783
"ReinforcementLearning","2017-04-18 17:40:00",6,TRUE,11784
"RcppQuantuccia","2017-04-18 17:42:00",3,TRUE,11785
"ompr.roi","2017-04-19 07:06:00",4,TRUE,11786
"DA.MRFA","2017-04-19 08:32:00",2,TRUE,11787
"leaflet.minicharts","2017-04-19 08:40:00",11,TRUE,11788
"CHMM","2017-04-19 10:07:00",2,TRUE,11789
"PCADSC","2017-04-19 10:07:00",1,FALSE,11790
"simule","2017-04-19 15:49:00",6,TRUE,11791
"RNAseqNet","2017-04-19 15:51:00",5,TRUE,11792
"DescToolsAddIns","2017-04-19 19:58:00",12,TRUE,11793
"timekit","2017-04-19 20:16:00",4,TRUE,11794
"antaresViz","2017-04-20 08:34:00",12,TRUE,11795
"rpatrec","2017-04-20 08:45:00",2,TRUE,11796
"PortfolioOptim","2017-04-20 08:55:00",2,TRUE,11797
"dtree","2017-04-20 15:06:00",2,TRUE,11798
"BeSS","2017-04-20 15:07:00",10,TRUE,11799
"kernelboot","2017-04-20 15:07:00",8,TRUE,11800
"AHMbook","2017-04-20 15:08:00",4,TRUE,11801
"nonmemica","2017-04-20 23:16:00",14,TRUE,11802
"simMP","2017-04-21 06:03:00",1,FALSE,11803
"fastDummies","2017-04-21 06:04:00",12,TRUE,11804
"safer","2017-04-21 13:49:00",3,TRUE,11805
"RHMS","2017-04-21 13:50:00",7,TRUE,11806
"fasjem","2017-04-21 18:27:00",4,TRUE,11807
"hoardr","2017-04-21 18:27:00",4,TRUE,11808
"statGraph","2017-04-21 18:43:00",3,TRUE,11809
"SADISA","2017-04-21 23:08:00",3,TRUE,11810
"wgeesel","2017-04-21 23:22:00",6,TRUE,11811
"chemmodlab","2017-04-21 23:23:00",2,TRUE,11812
"startR","2017-04-22 04:27:00",4,TRUE,11813
"antiword","2017-04-22 16:26:00",4,TRUE,11814
"sidrar","2017-04-23 16:43:00",5,TRUE,11815
"welchADF","2017-04-23 16:50:00",5,TRUE,11816
"dsrTest","2017-04-24 05:48:00",2,TRUE,11817
"ider","2017-04-24 05:48:00",1,FALSE,11818
"ZIBseq","2017-04-24 05:49:00",2,TRUE,11819
"trackdem","2017-04-24 05:50:00",11,TRUE,11820
"errors","2017-04-24 09:15:00",12,TRUE,11821
"dataMeta","2017-04-24 12:18:00",2,TRUE,11822
"BarBorGradient","2017-04-24 12:19:00",1,FALSE,11823
"ring","2017-04-24 14:51:00",1,FALSE,11824
"ajv","2017-04-24 16:23:00",1,FALSE,11825
"ANOVAreplication","2017-04-24 21:37:00",5,TRUE,11826
"selectapref","2017-04-24 21:44:00",3,TRUE,11827
"RandMeta","2017-04-25 05:47:00",1,FALSE,11828
"zip","2017-04-25 14:36:00",8,TRUE,11829
"excerptr","2017-04-25 14:40:00",10,TRUE,11830
"partialCI","2017-04-25 22:06:00",3,TRUE,11831
"apercu","2017-04-25 22:33:00",3,TRUE,11832
"philentropy","2017-04-25 23:07:00",7,TRUE,11833
"censCov","2017-04-25 23:35:00",1,FALSE,11834
"nspmix","2017-04-26 05:28:00",3,TRUE,11835
"bulletr","2017-04-26 05:31:00",1,FALSE,11836
"htree","2017-04-26 05:47:00",3,TRUE,11837
"coxphMIC","2017-04-26 05:56:00",1,FALSE,11838
"IATScore","2017-04-26 17:18:00",2,TRUE,11839
"MAGNAMWAR","2017-04-26 17:18:00",6,TRUE,11840
"EdSurvey","2017-04-26 17:20:00",10,TRUE,11841
"spant","2017-04-26 17:20:00",26,TRUE,11842
"cctools","2017-04-26 17:21:00",3,TRUE,11843
"ggeffects","2017-04-26 17:23:00",28,TRUE,11844
"md.log","2017-04-26 17:27:00",1,FALSE,11845
"ems","2017-04-26 20:03:00",8,TRUE,11846
"kangar00","2017-04-27 11:41:00",4,TRUE,11847
"epicontacts","2017-04-27 16:10:00",3,TRUE,11848
"crminer","2017-04-27 16:11:00",7,TRUE,11849
"aSPC","2017-04-27 16:12:00",1,FALSE,11850
"multfisher","2017-04-27 16:14:00",2,TRUE,11851
"AdhereR","2017-04-27 16:21:00",9,TRUE,11852
"cranlike","2017-04-27 17:12:00",3,TRUE,11853
"mstherm","2017-04-27 17:22:00",1,FALSE,11854
"covatest","2017-04-27 20:39:00",8,TRUE,11855
"gsrsb","2017-04-28 13:32:00",2,TRUE,11856
"casebase","2017-04-28 23:27:00",2,TRUE,11857
"permDep","2017-04-28 23:27:00",3,TRUE,11858
"aws.s3","2017-04-28 23:33:00",7,TRUE,11859
"mockr","2017-04-29 13:18:00",1,FALSE,11860
"ChocoLattes","2017-04-29 14:44:00",1,TRUE,11861
"purrrlyr","2017-04-29 15:00:00",6,TRUE,11862
"dparser","2017-04-29 21:21:00",6,TRUE,11863
"congressbr","2017-04-30 20:21:00",10,TRUE,11864
"pafdR","2017-04-30 20:22:00",1,FALSE,11865
"SPADAR","2017-04-30 20:26:00",1,FALSE,11866
"angstroms","2017-05-01 10:35:00",1,FALSE,11867
"MHTmult","2017-05-01 16:21:00",1,FALSE,11868
"EasyMx","2017-05-01 22:33:00",5,TRUE,11869
"sfdct","2017-05-02 05:52:00",4,TRUE,11870
"BBMV","2017-05-02 07:55:00",3,TRUE,11871
"mut","2017-05-02 07:55:00",1,FALSE,11872
"SparseDC","2017-05-02 10:50:00",4,TRUE,11873
"ncdump","2017-05-02 12:35:00",1,FALSE,11874
"discord","2017-05-02 16:09:00",2,TRUE,11875
"KSEAapp","2017-05-02 16:11:00",1,FALSE,11876
"gamlss.inf","2017-05-02 16:12:00",2,TRUE,11877
"frequencyConnectedness","2017-05-02 16:13:00",6,TRUE,11878
"onehot","2017-05-02 16:13:00",1,FALSE,11879
"NB.MClust","2017-05-03 06:26:00",3,TRUE,11880
"biclique","2017-05-03 06:26:00",6,TRUE,11881
"EMMIXcontrasts2","2017-05-03 06:48:00",2,TRUE,11882
"sinew","2017-05-03 15:03:00",6,TRUE,11883
"rsurfer","2017-05-03 15:10:00",2,TRUE,11884
"DataGraph","2017-05-03 15:47:00",3,TRUE,11885
"datetime","2017-05-03 15:48:00",3,TRUE,11886
"parlitools","2017-05-03 15:48:00",12,TRUE,11887
"kmcudaR","2017-05-03 15:51:00",2,TRUE,11888
"soilcarbon","2017-05-03 16:20:00",2,TRUE,11889
"tangram","2017-05-03 16:21:00",5,TRUE,11890
"tatoo","2017-05-03 21:17:00",8,TRUE,11891
"geomedb","2017-05-03 21:25:00",5,TRUE,11892
"phylodyn","2017-05-03 21:27:00",1,TRUE,11893
"qrmix","2017-05-03 21:49:00",1,FALSE,11894
"m2b","2017-05-03 22:10:00",1,FALSE,11895
"taxizedb","2017-05-03 22:12:00",4,TRUE,11896
"revgeo","2017-05-03 22:47:00",2,TRUE,11897
"idar","2017-05-04 07:22:00",2,TRUE,11898
"ContourFunctions","2017-05-04 16:22:00",2,TRUE,11899
"PairwiseD","2017-05-04 17:41:00",2,TRUE,11900
"ROpenDota","2017-05-04 17:41:00",3,TRUE,11901
"zeligverse","2017-05-04 22:30:00",2,TRUE,11902
"anMC","2017-05-04 22:35:00",4,TRUE,11903
"crunchy","2017-05-05 06:54:00",4,TRUE,11904
"crplyr","2017-05-05 17:41:00",10,TRUE,11905
"gifti","2017-05-05 18:08:00",4,TRUE,11906
"openEBGM","2017-05-05 18:09:00",11,TRUE,11907
"IPMRF","2017-05-05 18:14:00",4,TRUE,11908
"cowbell","2017-05-05 21:01:00",1,FALSE,11909
"loder","2017-05-05 21:50:00",3,TRUE,11910
"cifti","2017-05-05 21:52:00",2,TRUE,11911
"adaptiveGPCA","2017-05-05 21:58:00",3,TRUE,11912
"crochet","2017-05-06 05:20:00",6,TRUE,11913
"pwr2","2017-05-06 05:22:00",1,FALSE,11914
"rlang","2017-05-06 05:23:00",23,TRUE,11915
"miRNAss","2017-05-06 05:24:00",6,TRUE,11916
"PROreg","2017-05-06 09:06:00",2,TRUE,11917
"StatCharrms","2017-05-08 13:23:00",13,TRUE,11918
"learnr","2017-05-08 13:25:00",7,TRUE,11919
"symDMatrix","2017-05-08 13:27:00",6,TRUE,11920
"document","2017-05-08 13:35:00",14,TRUE,11921
"BayesNetBP","2017-05-08 22:17:00",6,TRUE,11922
"FishResp","2017-05-08 22:33:00",8,TRUE,11923
"datasauRus","2017-05-08 22:35:00",2,TRUE,11924
"RPEXE.RPEXT","2017-05-08 22:36:00",2,TRUE,11925
"stoRy","2017-05-09 07:01:00",6,TRUE,11926
"nauf","2017-05-09 07:03:00",3,TRUE,11927
"plotprotein","2017-05-09 07:06:00",1,FALSE,11928
"AcuityView","2017-05-09 07:10:00",1,FALSE,11929
"OmicsPLS","2017-05-09 07:15:00",5,TRUE,11930
"shinycssloaders","2017-05-09 22:19:00",4,TRUE,11931
"atlantistools","2017-05-09 22:30:00",3,TRUE,11932
"qrsvm","2017-05-10 02:20:00",1,TRUE,11933
"Opportunistic","2017-05-10 02:23:00",3,TRUE,11934
"lindia","2017-05-10 02:29:00",1,FALSE,11935
"IPEC","2017-05-10 11:26:00",6,TRUE,11936
"EpistemicGameTheory","2017-05-10 11:34:00",2,TRUE,11937
"gastempt","2017-05-10 17:09:00",5,TRUE,11938
"simEd","2017-05-10 17:11:00",4,TRUE,11939
"pawls","2017-05-11 05:51:00",1,TRUE,11940
"iECAT","2017-05-11 05:59:00",1,TRUE,11941
"zooaRchGUI","2017-05-11 07:37:00",3,TRUE,11942
"olsrr","2017-05-11 07:39:00",8,TRUE,11943
"breathtestcore","2017-05-11 08:18:00",8,TRUE,11944
"BGData","2017-05-11 12:55:00",4,TRUE,11945
"LAM","2017-05-11 16:30:00",6,TRUE,11946
"gmediation","2017-05-11 17:13:00",2,TRUE,11947
"stratbr","2017-05-11 18:17:00",3,TRUE,11948
"lhmixr","2017-05-11 18:18:00",1,FALSE,11949
"powerCompRisk","2017-05-12 06:10:00",3,TRUE,11950
"usedist","2017-05-12 06:10:00",3,TRUE,11951
"fastTextR","2017-05-12 06:11:00",2,TRUE,11952
"sinib","2017-05-12 06:11:00",1,FALSE,11953
"diffMeshGP","2017-05-12 06:12:00",1,FALSE,11954
"STARTS","2017-05-12 09:27:00",9,TRUE,11955
"shallot","2017-05-12 09:41:00",12,TRUE,11956
"CircMLE","2017-05-12 23:12:00",6,TRUE,11957
"iGSEA","2017-05-12 23:12:00",1,FALSE,11958
"TriadSim","2017-05-12 23:20:00",3,TRUE,11959
"micemd","2017-05-12 23:21:00",7,TRUE,11960
"lifelogr","2017-05-12 23:23:00",1,FALSE,11961
"gamRR","2017-05-13 10:12:00",7,TRUE,11962
"kgschart","2017-05-13 10:13:00",2,TRUE,11963
"learnrbook","2017-05-13 10:14:00",2,TRUE,11964
"mbgraphic","2017-05-13 10:15:00",2,TRUE,11965
"biospear","2017-05-13 12:55:00",3,TRUE,11966
"breathteststan","2017-05-13 13:36:00",10,TRUE,11967
"flexsurvcure","2017-05-14 17:25:00",5,TRUE,11968
"gcite","2017-05-14 17:26:00",5,TRUE,11969
"gomms","2017-05-14 17:30:00",1,FALSE,11970
"neurohcp","2017-05-14 17:31:00",5,TRUE,11971
"vein","2017-05-14 17:56:00",20,TRUE,11972
"PROscorerTools","2017-05-15 05:25:00",1,FALSE,11973
"suncalc","2017-05-15 07:19:00",5,TRUE,11974
"goftte","2017-05-15 09:42:00",6,TRUE,11975
"vfcp","2017-05-15 09:55:00",5,TRUE,11976
"desctable","2017-05-15 14:06:00",9,TRUE,11977
"redux","2017-05-15 14:11:00",2,TRUE,11978
"issueReporter","2017-05-15 15:16:00",1,TRUE,11979
"EMAtools","2017-05-15 15:39:00",3,TRUE,11980
"HURDAT","2017-05-15 17:36:00",6,TRUE,11981
"PROscorer","2017-05-16 04:37:00",1,FALSE,11982
"LocalControl","2017-05-16 04:42:00",6,TRUE,11983
"ExcessMass","2017-05-16 15:16:00",1,FALSE,11984
"poisbinom","2017-05-16 19:05:00",2,TRUE,11985
"sensitivitymult","2017-05-16 21:50:00",2,TRUE,11986
"hommel","2017-05-16 22:01:00",6,TRUE,11987
"wally","2017-05-17 07:50:00",3,TRUE,11988
"ROI.plugin.alabama","2017-05-17 23:16:00",4,TRUE,11989
"ROI.plugin.msbinlp","2017-05-17 23:16:00",3,TRUE,11990
"ROI.plugin.optimx","2017-05-17 23:16:00",5,TRUE,11991
"snakecase","2017-05-18 03:49:00",10,TRUE,11992
"mixKernel","2017-05-18 03:50:00",4,TRUE,11993
"AR","2017-05-18 08:28:00",2,TRUE,11994
"GeneralizedUmatrix","2017-05-18 09:23:00",11,TRUE,11995
"dwapi","2017-05-18 09:30:00",5,TRUE,11996
"FHDI","2017-05-18 09:50:00",11,TRUE,11997
"moveVis","2017-05-18 11:33:00",15,TRUE,11998
"meltt","2017-05-18 11:34:00",6,TRUE,11999
"uncmbb","2017-05-18 13:47:00",3,TRUE,12000
"ccRemover","2017-05-18 13:48:00",4,TRUE,12001
